id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_name,candidate_last_name,candidate_office,candidate_jurisdiction,portion_of_amount,for_or_against,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,candidate_first_name,candidate_party,vendor_location,ballot_name,ballot_number,ballot_type,sponsor_location,sponsor_phone,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
30388.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,BELLINGHAM INITIATIVE 2023-01,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30389.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,BELLINGHAM INITIATIVE 2023-02,2,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30390.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,BELLINGHAM PROP 2023-02,2,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30391.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,CITY OF SPOKANE PROP 1,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30392.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,KENT SCHOOL DISTRICT PROPOSITION 1,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30393.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,KENT SCHOOL DISTRICT PROPOSITION 2,2,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30394.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,KIRKLAND PROP 1,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30395.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,SEATTLE PROP 1,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30396.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,274.06,Against,,,,,,,,,,,,SPOKANE COUNTY JAIL MEASURE,0,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30397.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,TACOMA MEASURE 1,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30398.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,137.03,For,,,,,,,,,,,,VALLEY REGIONAL FIRE AUTHORITY PROPOSITI,1,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30399.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,205.55,For,,,,,,,,,,,,WHATCOM PROP 2023-4,4,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30400.entity,12405,C6.3 - Identified Entities,33405,1084,FUSE VOTERS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,1402 THIRD AVE SUITE 406,SEATTLE,WA,98101,,0.00,4514.92,2055.46,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12405'},,,,,  ,,,,205.55,Against,,,,,,,,,,,,WHATCOM PROP 23-4,4,LOCAL,"{'type': 'Point', 'coordinates': [-122.33679, 47.60909]}",,,,,,,
30423.entity,12413,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,90766.53,5549.03,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12413'},37014,689956,33350,SCRIT--956, THOMAS MICHAEL SCRIBNER ,THOMAS MICHAEL SCRIBNER,CITY COUNCIL MEMBER,CITY OF WALLA WALLA,133.71,For,SCRIT--956,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30440.entity,12413,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,90766.53,5549.03,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12413'},36899,708746,33028,CARTB--612, BONNIE CARTER ,BONNIE CARTER,CITY COUNCIL MEMBER,CITY OF CAMAS,133.71,For,CARTB--612,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30465.entity,12413,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,90766.53,5549.03,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12413'},36284,1064906,33451,MITCB--472, BRITTANY MITCHELL ,BRITTANY MITCHELL,SCHOOL DIRECTOR,CENTRAL KITSAP SD 401,133.71,For,MITCB--472,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30470.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},29926,1032639,33337,ADKIC 045,CHARLES ADKINS ,ADKINS,SCHOOL DIRECTOR,EVERETT SD 002,130.74,For,ADKIC 045,,,,,,,,CHARLES,NON PARTISAN,,,,,,,,,,,,
30508.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35842,689427,32087,MOORC--151,CATHERINE MOORE ,MOORE,CITY COUNCIL MEMBER,CITY OF SEATTLE,130.74,For,MOORC--151,,,,,,,,CATHERINE,NON PARTISAN,,,,,,,,,,,,
30651.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4530,844487,33392,ERICK  248,KEVIN KEVIN H ERICKSON ,KEVIN H ERICKSON,SCHOOL DIRECTOR,FERNDALE SD 502,130.74,For,ERICK  248,,,,,,,,KEVIN,NON PARTISAN,,,,,,,,,,,,
30650.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35926,689603,32322,DOWNG--760, GAVIN DOWNING ,GAVIN DOWNING,SCHOOL DIRECTOR,FEDERAL WAY SD 210,130.74,For,DOWNG--760,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30649.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1462,689503,32255,PHILL  507,LUCKISHA  PHILLIPS LUCKISHA S ,PHILLIPS LUCKISHA S,SCHOOL DIRECTOR,FEDERAL WAY SD 210,130.74,For,PHILL  507,,,,,,,,LUCKISHA ,NON PARTISAN,,,,,,,,,,,,
30648.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4458,689377,31987,CLARK  037,KEITH KEITH L CLARK ,KEITH L CLARK,SCHOOL DIRECTOR,CENTRAL VALLEY SD 356,130.74,For,CLARK  037,,,,,,,,KEITH,NON PARTISAN,,,,,,,,,,,,
30647.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4688,689370,32067,LONGD  216,DEBRA LONG DEBRA L ,LONG DEBRA L,SCHOOL DIRECTOR,CENTRAL VALLEY SD 356,130.74,For,LONGD  216,,,,,,,,DEBRA,NON PARTISAN,,,,,,,,,,,,
30646.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4725,689372,32071,MCMUC  206,CYNTHIA MCMULLEN CYNTHIA E ,MCMULLEN CYNTHIA E,SCHOOL DIRECTOR,CENTRAL VALLEY SD 356,130.74,For,MCMUC  206,,,,,,,,CYNTHIA,NON PARTISAN,,,,,,,,,,,,
30645.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35869,689465,32195,WEBSM--034, MONICA WEBSTER ,MONICA WEBSTER,SCHOOL DIRECTOR,BELLEVUE SD 405,130.74,For,WEBSM--034,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30644.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36154,884418,33070,DEXTJ--360, JACQUELYNN DEXTER ,JACQUELYNN DEXTER,COUNTY COUNCIL MEMBER,WHATCOM CO,130.74,For,DEXTJ--360,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30643.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1999,689572,32356,PAPYA  188,ARMEN PAPYAN ARMEN ,PAPYAN ARMEN,CITY COUNCIL MEMBER,CITY OF TUKWILA,130.74,For,PAPYA  188,,,,,,,,ARMEN,NON PARTISAN,,,,,,,,,,,,
30642.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35904,689564,32336,TAPAT--254, TERESA TAPAO-HUNT ,TERESA TAPAO-HUNT,CITY COUNCIL MEMBER,CITY OF LIBERTY LAKE,130.74,For,TAPAT--254,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30641.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35946,689637,32425,HAMBM--935, MICHAEL BRADFORD HAMBLET ,MICHAEL BRADFORD HAMBLET,CITY COUNCIL MEMBER,CITY OF LIBERTY LAKE,130.74,For,HAMBM--935,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30640.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35927,689604,32367,SCOTT--752, TRAVIS LEE SCOTT ,TRAVIS LEE SCOTT,CITY COUNCIL MEMBER,CITY OF LIBERTY LAKE,130.74,For,SCOTT--752,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30639.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4512,933291,32656,DUNND  019,DANIEL DANIEL P DUNNE ,DANIEL P DUNNE,CITY COUNCIL MEMBER,CITY OF LIBERTY LAKE,130.74,For,DUNND  019,,,,,,,,DANIEL,NON PARTISAN,,,,,,,,,,,,
30638.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35950,689646,32440,BALLL--834, LINDA M. BALL ,LINDA M. BALL,CITY COUNCIL MEMBER,CITY OF LIBERTY LAKE,130.73,For,BALLL--834,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30637.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1337,688946,31400,KAMIC  019,CRISTELLA CRISTELLA G. KAMINSKAS ,CRISTELLA G. KAMINSKAS,MAYOR,CITY OF LIBERTY LAKE,130.74,For,KAMIC  019,,,,,,,,CRISTELLA,NON PARTISAN,,,,,,,,,,,,
30636.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36504,1309944,32819,ROBIJ--507, JEFFREY A. ROBINSON ,JEFFREY A. ROBINSON,CITY COUNCIL MEMBER,CITY OF WALLA WALLA,130.74,For,ROBIJ--507,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30635.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36002,689725,32541,MCNED--847, DEBRA MCNEIL ,DEBRA MCNEIL,MAYOR,CITY OF PULLMAN,130.74,For,MCNED--847,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30633.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},515,689257,31903,WEIKW  040,WENDY WENDY WEIKER ,WENDY WEIKER,CITY COUNCIL MEMBER,CITY OF MERCER ISLAND,130.74,For,WEIKW  040,,,,,,,,WENDY,NON PARTISAN,,,,,,,,,,,,
30632.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},11570,689472,32144,OCOND--138, DAMIANA MERRYWEATHER O'CONNOR ,DAMIANA MERRYWEATHER O'CONNOR,CITY COUNCIL MEMBER,CITY OF SEATAC,130.74,For,OCOND--138,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30631.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},36621,1625477,33153,LIRAC--394, CARLA LIRA ,CARLA LIRA,CITY COUNCIL MEMBER,CITY OF PULLMAN,130.74,For,LIRAC--394,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30630.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},5003,1031983,33296,WELLN  163,"NATHAN WELLER, NATHAN D.  ","WELLER, NATHAN D. ",CITY COUNCIL MEMBER,CITY OF PULLMAN,130.74,For,WELLN  163,,,,,,,,NATHAN,NON PARTISAN,,,,,,,,,,,,
30629.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4777,864933,34039,PARKA  163,ANN ANN E PARKS ,ANN E PARKS,CITY COUNCIL MEMBER,CITY OF PULLMAN,130.74,For,PARKA  163,,,,,,,,ANN,NON PARTISAN,,,,,,,,,,,,
30628.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35878,689477,32207,WILLS--878, SHELLIE DLAYNE WILLIS  ,SHELLIE DLAYNE WILLIS ,CITY COUNCIL MEMBER,CITY OF PUYALLUP,130.74,For,WILLS--878,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
30627.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},4476,689287,31945,COUSH  908,HOLLY COUSENS HOLLY N ,COUSENS HOLLY N,CITY COUNCIL MEMBER,CITY OF YAKIMA,130.74,For,COUSH  908,,,,,,,,HOLLY,NON PARTISAN,,,,,,,,,,,,
30626.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1364,689573,32354,MOCKA  337,ANNA ANNA MOCKLER ,ANNA MOCKLER,CITY COUNCIL MEMBER,CITY OF BREMERTON,130.74,For,MOCKA  337,,,,,,,,ANNA,NON PARTISAN,,,,,,,,,,,,
30625.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},1546,1084848,32733,LUNDS  902,SONEYA SONEYA LUND ,SONEYA LUND,CITY COUNCIL MEMBER,CITY OF YAKIMA,130.74,For,LUNDS  902,,,,,,,,SONEYA,NON PARTISAN,,,,,,,,,,,,
30624.entity,12409,C6.3 - Identified Entities,33404,315,FUSE VOTES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2024-01-20T00:00:00.000,2023,PO BOX 4897,SEATTLE,WA,98194,,0.00,66317.50,41509.32,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-12409'},35816,689389,32097,REBEJ--904, JANE REBELOWSKI ,JANE REBELOWSKI,CITY COUNCIL MEMBER,CITY OF BREMERTON,130.74,For,REBEJ--904,,,,,,,,,NON PARTISAN,,,,,,,,,,,,
