id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_name,ballot_name,ballot_number,ballot_type,portion_of_amount,for_or_against,sponsor_phone,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
16615.entity,8273,C6.3 - Identified Entities,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,,0.00,481.54,481.54,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}",,  ,ALLIANCE FOR GUN RESPONSIBILITY - ERPO,1491,STATEWIDE,98.55,For,,,,,,,,,,,,,,,,,,,,,,,,
16616.entity,8273,C6.3 - Identified Entities,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,,0.00,481.54,481.54,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}",,  ,WASHINGTON WON'T DISCRIMINATE,1515,STATEWIDE,48.03,Against,,,,,,,,,,,,,,,,,,,,,,,,
14134.expn,8273,C6.2 - Itemized Expenditures,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,PARKS@FANWA.ORG,0.00,481.54,481.54,29.33,"IN KIND - STAFF, COMMS",2016-10-14T00:00:00.000,2016-08-16T00:00:00.000,FIX DEMOCRACY FIRST FOR I-735,6514 12TH AVE NW,SEATTLE,WA,98117,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}","{'type': 'Point', 'coordinates': [-122.37162, 47.67643]}",,,,,,,206-625-9790,,,,,,,,,,,,,,,,,,,,,,,
14135.expn,8273,C6.2 - Itemized Expenditures,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,PARKS@FANWA.ORG,0.00,481.54,481.54,269.00,"IN KIND - STAFF, COMMS",2016-10-27T00:00:00.000,2016-03-09T00:00:00.000,RAISE UP WASHINGTON,603 STEWART ST SUITE 819,SEATTLE,WA,98101,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}","{'type': 'Point', 'coordinates': [-122.3367, 47.61366]}",,,,,,,206-625-9790,,,,,,,,,,,,,,,,,,,,,,,
14136.expn,8273,C6.2 - Itemized Expenditures,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,PARKS@FANWA.ORG,0.00,481.54,481.54,36.63,"IN KIND - STAFF, COMMS",2016-10-17T00:00:00.000,2016-08-16T00:00:00.000,INTEGRITY WASHINGTON,PO BOX 9100,SEATTLE,WA,98109,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}","{'type': 'Point', 'coordinates': [-122.34693, 47.6314]}",,,,,,,206-625-9790,,,,,,,,,,,,,,,,,,,,,,,
16612.entity,8273,C6.3 - Identified Entities,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,,0.00,481.54,481.54,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}",,  ,WAMEND - FIX DEMOCRACY NOW,735,STATEWIDE,29.33,For,,,,,,,,,,,,,,,,,,,,,,,,
16613.entity,8273,C6.3 - Identified Entities,34613,1046,FAITH ACTION NETWORK ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2018-01-25T00:00:00.000,2016,3720 AIRPORT WAY S,SEATTLE,WA,98134,,0.00,481.54,481.54,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-8273'},"{'type': 'Point', 'coordinates': [-122.32243, 47.57007]}",,  ,RAISE UP WA - INCREASE MINIMUM WAGE,1433,STATEWIDE,269.00,For,,,,,,,,,,,,,,,,,,,,,,,,
15854.entity,7907,C6.3 - Identified Entities,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,,0.00,5980.00,2480.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7907'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}",,  ,I-732,732,STATEWIDE,2480.00,Against,,,,,,,,,,,,,,,,,,,,,,,,
15853.entity,7906,C6.3 - Identified Entities,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,,0.00,3500.00,3500.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7906'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}",,  ,CARBON TAX,732,STATEWIDE,3500.00,Against,,,,,,,,,,,,,,,,,,,,,,,,
13593.expn,7906,C6.2 - Itemized Expenditures,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,PETER@PROGRESOWA.ORG,0.00,3500.00,3500.00,3500.00,WEB SITE DESIGN AND LAUNCH,2016-10-20T00:00:00.000,2016-10-20T00:00:00.000,BARN DOOR PRODUCTION,9160 FOX COVE LANE NE,BAINBRIDGE,WA,9810,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7906'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}","{'type': 'Point', 'coordinates': [-122.51791, 47.65509]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13594.expn,7907,C6.2 - Itemized Expenditures,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,PETER@PROGRESOWA.ORG,0.00,5980.00,2480.00,1000.00,WEB/SOCIAL MEDIA,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,AIKO SCHAFER,?,?,??,0,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7907'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13595.expn,7907,C6.2 - Itemized Expenditures,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,PETER@PROGRESOWA.ORG,0.00,5980.00,2480.00,1200.00,WEB/SOCIAL MEDIA,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,DERIC GUEN,?,?,??,0,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7907'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13596.expn,7907,C6.2 - Itemized Expenditures,34603,1004,PROGRESO LATINO PROGRESS ALLIANCE ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure,2017-10-06T00:00:00.000,2016,PO BOX 30669,SEATTLE,WA,98103,PETER@PROGRESOWA.ORG,0.00,5980.00,2480.00,280.00,WEB/SOCIAL MEDIA,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,JESSICA RAMIREZ,?,?,??,0,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7907'},"{'type': 'Point', 'coordinates': [-122.34921, 47.67458]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13140.expn,7660,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,8547.24,2701.48,112.50,CALL MINUTES,2016-10-03T00:00:00.000,2016-10-07T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7660'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13141.expn,7660,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,8547.24,2701.48,170.20,CALL MINUTES,2016-10-04T00:00:00.000,2016-10-07T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7660'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13142.expn,7660,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,8547.24,2701.48,103.20,CALL MINUTES,2016-10-05T00:00:00.000,2016-10-07T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7660'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13143.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,309.38,STAFF TIME,2016-10-10T00:00:00.000,2016-10-14T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13144.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,442.50,STAFF TIME,2016-10-11T00:00:00.000,2016-10-14T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13145.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,375.22,STAFF TIME,2016-10-13T00:00:00.000,2016-10-14T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13146.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,142.26,STAFF TIME,2016-10-08T00:00:00.000,2016-10-14T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13147.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,33.30,CALL MINUTES,2016-10-08T00:00:00.000,2016-10-14T00:00:00.000,SPOKEN HUB LLC,P. O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13148.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,82.70,CALL MINUTES,2016-10-10T00:00:00.000,2016-10-14T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13150.expn,7661,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,10116.00,1568.76,95.90,CALL MINUTES,2016-10-13T00:00:00.000,2016-10-14T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7661'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13151.expn,7662,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11256.34,1140.34,665.34,STAFF TIME,2016-10-27T00:00:00.000,2016-10-29T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7662'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13152.expn,7662,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11256.34,1140.34,256.00,STAFF TIME,2016-10-28T00:00:00.000,2016-10-29T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7662'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13153.expn,7662,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11256.34,1140.34,184.00,CALL MINUTES,2016-10-27T00:00:00.000,2016-10-29T00:00:00.000,SPOKEN HUB LLC,P. O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7662'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13154.expn,7662,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11256.34,1140.34,35.00,CALL MINUTES,2016-10-28T00:00:00.000,2016-10-29T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7662'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13155.expn,7663,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11642.74,386.40,318.10,STAFF TIME,2016-10-29T00:00:00.000,2016-10-30T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7663'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13156.expn,7663,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11642.74,386.40,68.30,CALL MINUTES,2016-10-29T00:00:00.000,2016-10-30T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7663'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13157.expn,7664,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11889.22,246.48,181.08,STAFF TIME,2016-11-01T00:00:00.000,2016-11-02T00:00:00.000,PCCC,P.O. BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7664'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13158.expn,7664,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,11889.22,246.48,65.40,CALL MINUTES,2016-11-01T00:00:00.000,2016-11-02T00:00:00.000,SPOKEN HUB LLC,P.O. BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7664'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13159.expn,7665,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,12965.46,1076.24,815.04,STAFF TIME,2016-11-03T00:00:00.000,2016-11-04T00:00:00.000,PCCC,PO BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7665'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13160.expn,7665,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,12965.46,1076.24,261.20,CALL MINUTES,2016-11-03T00:00:00.000,2016-11-04T00:00:00.000,SPOKEN HUB LLC,PO BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7665'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13161.expn,7666,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,14052.54,1087.08,213.92,STAFF TIME,2016-11-04T00:00:00.000,2016-11-06T00:00:00.000,PCCC,PO BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7666'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13162.expn,7666,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,14052.54,1087.08,631.76,STAFF TIME,2016-11-05T00:00:00.000,2016-11-06T00:00:00.000,PCCC,PO BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7666'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13163.expn,7666,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,14052.54,1087.08,48.70,CALL MINUTES,2016-11-04T00:00:00.000,2016-11-06T00:00:00.000,SPOKEN HUB LLC,PO BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7666'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13164.expn,7666,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,14052.54,1087.08,192.70,CALL MINUTES,2016-11-05T00:00:00.000,2016-11-06T00:00:00.000,SPOKEN HUB LLC,PO BOX 615,MANHASSET,NY,11030,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7666'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-73.687272, 40.79372]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
13165.expn,7667,C6.2 - Itemized Expenditures,34585,948,CHANGE CAMPAIGN SUPER PAC ,Other,Independent Expenditure,2016-12-14T00:00:00.000,2016,PO BOX 73395,WASHINGTON,DC,20056,MARIAL@BOLDPROGRESSIVES.ORG,0.00,15111.86,1059.32,895.72,STAFF TIME,2016-11-06T00:00:00.000,2016-11-07T00:00:00.000,PCCC,PO BOX 73395,WASHINGTON,DC,20056,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7667'},"{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}","{'type': 'Point', 'coordinates': [-77.03195, 38.9172]}",,,,,,,7152096463,,,,,,,,,,,,,,,,,,,,,,,
